id,name,city,city2,country,description,imageCredit,imageCreditLink,state,stateShort,nameEnglish,name2,city3,code
RBO,Aeropuerto Roboré,Roboré,,Bolivia,Roboré Airport is a joint civil and military airport serving the city of *R*o*bo*ré.,eduardorudas,https://www.flickr.com/photos/rudase/,,,Roboré Airport,,,
RDD,Redding Municipal Airport,Redding,,USA,"Originally Redding Army Airfield, Redding Municipal was a favorite for military airshows because of the nearby Shasta Lake. Its airport code comes from its home in the city of *R*e*dd*ing.",Sergio Ruiz,https://www.flickr.com/photos/sirgious/,California,CA,,,,
RDU,Raleigh–Durham International Airport,Raleigh,Durham,USA,"Opened in 1943, Raleigh-Durham International is located in Wake County in between the cities of *R*aleigh and *Du*rham.",Suzie Tremmel,https://www.flickr.com/photos/23727257@N00/,North Carolina,NC,,,,
REC,Aeroporto Internacional do Recife/Guararapes–Gilberto Freyre,Recife,,Brazil,Recife International’s full name honors the Battle of Guararapes during the Dutch-Portuguese War and Brazilian sociologist Gilberto Freyre. Its airport code honors its home in *Rec*ife.,Thorsten Wöckener,https://www.flickr.com/photos/125147892@N03/,Pernambuco,PE,,,,
AAD,,,,,,,,,,,,,
RFD,Chicago Rockford International Airport,Rockford,,USA,"Started in 1917 as Camp Grant, Chicago Rockford International achieved international status in 2004. Its airport code honors its home in the city of *R*ock*f*or*d*.",Jake Mackenzie,http://en.wikipedia.org/wiki/File:Chicago_Rockford_International_Airport.jpg,Illinois,IL,,,,
RGI,Rangiroa Airport,Rangiroa,,France,"Built in 1965, Rangiroa Airport serves the atoll of *R*an*gi*roa and French Polynesia.",pablo_marx,https://www.flickr.com/photos/pablo_marx/,,French Polynesia,,,,
RGN,Yangon International Airport,Yangon,Rangoon,Myanmar,"Located in the township of Mingaladon, Myanmar’s primary international airport serves the city of Yangon. Its airport code comes from an English spelling of Yangon: *R*an*g*oo*n*.",Eugene Phoen,https://www.flickr.com/photos/eugenephoen/,,,,,,
RHO,Rhodes International Airport “Diagoras”,Rhodes,,Greece,"Sometimes called Diagoras International, RHO is located just north of Paradeisi on the west side of the island of *Rho*des.",Timo,https://www.flickr.com/photos/timokoo/,,,,,,
RIC,Richmond International Airport,Richmond,Sandston,USA,"Originally dedicated in 1927 as Richard Evelyn Byrd Flying Field, *Ric*hmond International Airport is the busiest airport in central Virginia.",Ronnie Pitman,https://www.flickr.com/photos/pitmanra/,Virginia,VA,,,,
RIV,March Air Reserve Base,Riverside,,USA,"Established as Alessandro Flying Training Field in 1918, March Air Reserve Base is named after aviator Peyton C. March, Jr. Its three-letter code honors its home near the city of *Riv*erside.",Public Affairs,https://www.flickr.com/photos/losangelesdistrict/,California,CA,,,,
RIW,Riverton Regional Airport,Riverton,,USA,"With the airport code RIV already taken by March Air Force Base in Riverside, California, Riverton Regional took its code from *Ri*verton and switched a ‘*W*‘ for the ‘V’.",RecoilRick,https://www.flickr.com/photos/magneticmediafed/,Wyoming,WY,,,,
RIX,Starptautiskā lidosta “Rīga”,Riga,,Latvia,"Many airports use the letter ‘X’ to fill in when the desired letters are already taken. Riga International was built relatively recently in 1973, so its airport code comes from *Ri*ga plus that helpful ‘*X*’.",Dainis Matisons,https://www.flickr.com/photos/dainismatisons/,,,,,,
RJL,Aeropuerto de Logroño-Agoncillo,Logroño,Agoncillo,Spain,"Built in 2003, Logroño-Agoncillo Airport is located in the city of Logroño. Its airport code comes from the nearby village of *R*eca*j*o in *L*a Rioja.",Juanje 2712,http://www.panoramio.com/photo/2797201,,,,,,
RKV,Reykjavík Airport,Reykjavík,,Iceland,"Originally built during World War II, Reykjavík Airport now serves domestic travel to *R*ey*k*ja*v*ík.",Steffen Roller,https://www.flickr.com/photos/scooter_de/,,,,,,
RLG,Flughafen Rostock–Laage,Rostock,Laage,Germany,Rostock–Laage Airport was built in the late 1970s and was originally a National People’s Army facility. Its airport code honors the city of *R*ostock and the town of *L*aa*g*e.,Marcus Sümnick,https://commons.wikimedia.org/wiki/File:Laage_Flughafen_Eingang.jpg,,,,,,
RMI,Aeroporto Internazionale Federico Fellini,Rimini,San Marino,Italy,"Named afer the Italian filmmaker, Federico Fellini International gets its airport code from the city of *R*i*m*in*i*.",Michele1978rimini,https://commons.wikimedia.org/wiki/File:Aeroporto_Rimini-Miramare.jpg,,,Federico Fellini International Airport,,,
RMS,Ramstein Air Base,Ramstein-Miesenbach,Kaiserslautern,Germany,Ramstein Air Base is a United States Air Force Base located near the city of Kaiserslautern and gets its airport code from the town of *R*a*ms*tein-Miesenbach.,"TSGT David D. Underwood, Jr.",http://commons.wikimedia.org/wiki/File:C-130_and_Ramstein_AB_Control_Tower.jpg,,,,,,
RNO,Reno–Tahoe International Airport,Reno,Tahoe,USA,"Built in 1929 as Hubbard Field, Reno–Tahoe International get its three-letter airport code from its home in *R*e*no*, Nevada.",Ken Lund,https://www.flickr.com/photos/kenlund/,Nevada,NV,,,,
RNS,Aéroport de Rennes - Saint-Jacques,Rennes,,France,"Originally opened in 1933, Rennes–Saint-Jacques Airport gets its three-letter code from its home in the city of *R*e*n*ne*s*.",Strot,http://commons.wikimedia.org/wiki/File:AeroportdeRennes.jpg,,,,,,
RNT,Renton Municipal Airport,Renton,,USA,"On the shore of Lake Washington, *R*e*nt*on has been the departure point for every brand new Boeing 737 ever made.",SounderBruce,https://www.flickr.com/photos/sounderbruce/,Washington,WA,,,,
ROA,Roanoke–Blacksburg Regional Airport,Roanoke,,USA,Roanoke-Blacksburg Regional is also known as Woodrum Field after former U.S. Representative Clifton A. Woodrum. Its airport code comes from its home in the city of *Roa*noke.,Aaron Knox,https://www.flickr.com/photos/aaronknox/,Virginia,VA,,,,
ROB,Roberts International Airport,Monrovia,,Liberia,"Roberts International, sometimes called Robertsfield, is named after Joseph Jenkins *Rob*erts, the first President of Liberia.",Sm105,https://commons.wikimedia.org/wiki/File:Old_Terminal_GLRB_in_2006.jpg,,,,,,
ROC,Greater Rochester International Airport,Rochester,,USA,"Starting out as Britton Field in 1927, Greater *Roc*hester International Airport serves the city it is named after and its surrounding counties.",John W. Schulze,https://www.flickr.com/photos/gruenemann,New York,NY,,,,
ROR,Roman Tmetuchl International Airport,Melekeok,Airai,Palau,"Formerly Palau International, Roman Tmetuchl Airport is now named after political leader Roman Tmetuchl. While it serves Melekeok, it is actually located closer to Ko*ror*.",Abasaa,http://commons.wikimedia.org/wiki/File:Palau_International_Airport_1.JPG,,,,,,
ROS,Aeropuerto Internacional Rosario Islas Malvinas,Rosario,Funes,Argentina,Rosario – Islas Malvinas International’s name reflects Argentina’s claim of sovereignty over the Falkland Islands (Islas Malvinas). Its airport code reflects its home in the city of *Ros*ario.,Facu Fernández,https://www.flickr.com/photos/lu6fpj/,Santa Fe,,,,,
ROV,Aeroport Rostov-na-Donu,Rostov-on-Don,,Russia,"Originally built in 1925, Rostov-on-Don Airport became an international hub in 1986. Its airport code honors its home near the city of *Ro*sto*v*-on-Don.",Serge Bystro,https://www.flickr.com/photos/sergebystro/,,,,,,
ROW,Roswell International Air Center,Roswell,,USA,"Previously named Walker Air Force Base after Medal of Honor winner General Kenneth Walker, Roswell Air Center serves the city of *Ro*s*w*ell and is near the location of the 1947 Roswell crash.",Jeremy Noble,https://www.flickr.com/photos/uberculture/,New Mexico,NM,,,,
RPR,Swami Vivekananda International Airport,Raipur,Mana,India,"Formerly known as Mana Airport, Swami Vivekananda International was renamed in 2012 to honor the well-known Indian saint. Its airport code honors the city it serves: *R*ai*p*u*r*.",Ambuj Kulshresth,http://en.wikipedia.org/wiki/File:Swami_Vivekananda_Airport_Raipur.JPG,Chhattisgarh,CT,,,,
ABP,,,,,,,,,,,,,
BYX,,,,,,,,,,,,,
COB,,,,,,,,,,,,,
CRJ,,,,,,,,,,,,,
CRY,,,,,,,,,,,,,
CSD,,,,,,,,,,,,,
DYM,,,,,,,,,,,,,
HIS,,,,,,,,,,,,,
RRG,Sir Gaëtan Duval Airport,Plaine Corail,,Mauritius,"Inaugurated as Plaine Corail Airport in 1972, it was renamed in 2007 in honor of Sir Charles Gaëtan Duval for his economic contributions. The only daily flights are between the islands of Mauritius and *R*od*r*i*g*ues.",Giorgio Minguzzi,https://www.flickr.com/photos/iz4aks/,Rodrigues,,,,,
RST,Rochester International Airport,Rochester,,USA,"The original Rochester Airport was built in 1928 by the Mayo Foundation. Later renamed to Lobb Field, the airport was closed in 1961 and replaced by the current *R*oche*st*er International.",@flyrst,https://twitter.com/flyrst,Minnesota,MN,,,,
RSW,Southwest Florida International Airport,Fort Myers,,USA,"Renamed “International” in 1993, Fort Myers’ airport was originally regional only. It takes its airport code from *R*egional *S*outh*w*est.",B,https://www.flickr.com/photos/11561957@N06/,Florida,FL,,,,
RTM,Rotterdam The Hague Airport,Rotterdam,The Hague,Netherlands,"Opened in 1956, Rotterdam Airport was the Netherlands’ second national airport and was built in part to replace Waalhaven Airport, destroyed during World War II. Its code comes from the city of *R*o*t*terda*m*.",OlBrug,https://www.flickr.com/photos/olbr/,,,,,,
RUH,King Khalid International Airport,Riyadh,,Saudi Arabia,"King Khalid International is named after the former Saudi Arabian king who ruled from 1975 to 1982. Its airport code comes from its home in the city of *R*iyad*h*, with a ‘*U*’ as a filler letter.",Christopher Rose,https://www.flickr.com/photos/khowaga/,,,,,,
RUN,Aéroport de la Réunion Roland Garros,Saint-Denis,,France,"Roland Garros Airport is named after Roland Garros, French aviator and World War I pilot. It serves Saint-Denis, but gets its airport code from the French island of *R*é*u*nio*n*.",Patrick Donovan,https://www.flickr.com/photos/21843970@N00/,,Réunion,Roland Garros,,,
RVN,Rovaniemen lentoasema,Rovaniemi,,Finland,"*R*o*v*a*n*iemi airport, the official airport of Santa Claus, is the third busiest airport in Finland.",Eero Leppänen,https://www.flickr.com/photos/mediaope/,,,,,,
RYG,"Moss lufthavn, Rygge",Rygge,Moss,Norway,"Opened in 2007, Moss Airport, Rygge is actually located in the town of Moss, but gets its three-letter code from the nearby city of *Ryg*ge.",Johanroed,"http://commons.wikimedia.org/wiki/File:Moss_lufthavn,_Rygge.jpg",,,,,,
RYK,Shaikh Zayed International Airport,Rahim Yar Khan,,Pakistan,Shaikh Zayed International is named after Zayed bin Sultan Al Nahyan who helped finance the airport’s construction. Its three-letter code honors its home city of *R*ahim *Y*ar *K*han.,Rehman Chughtai,https://www.flickr.com/photos/rchughtai/,Punjab,PB,,,,
RZE,Port Lotniczy Rzeszów-Jasionka,Rzeszów,Jasionka,Poland,"Rzeszów–Jasionka Airport is located in southeastern Poland. Although situated in the village of Jasionka, its airport code comes from the nearby city it serves: *Rze*szów.",Michalooo24,http://commons.wikimedia.org/wiki/File:Nowy_terminal_portu_lotniczego_Rzesz%C3%B3w-Jasionka.JPG,,,,,,
SAB,Juancho E. Yrausquin Airport,Saba,,Netherlands,"The only airport on the Caribbean island of *Sab*a, Juancho E. Yrausquin Airport has the shortest commercial runway in the world at only 396 meters.",Pat Hawks,https://www.flickr.com/photos/pathawks/,,,,,,
SAF,Santa Fe Municipal Airport,Santa Fe,,USA,"Santa Fe Municipal features three runways and serves the city of *S*ant*a* *F*e, New Mexico.",David Basanta,https://www.flickr.com/photos/dbasanta/,New Mexico,NM,,,,
SAH,Sana'a International Airport,Sana'a,,Yemen,"Sana'a International is currently closed due to severe damage sustained by its only runway. Its airport code comes from two of its aliases, *Sa*na'a International and El Ra*h*aba Airport.",Anasalhajj Photography,https://www.flickr.com/photos/anasalhajj_photography/,,,,,,
SAL,Aeropuerto Internacional Monseñor Óscar Arnulfo Romero,San Salvador,La Paz,El Salvador,"Renamed in 2014, Monseñor Óscar Arnulfo Romero International honors Óscar Romero, the fourth Archbishop of San *Sal*vador. It was previously named and is still called Comalapa Airport.",Jose Wolff,https://www.flickr.com/photos/josewolff/,,,Monseñor Óscar Arnulfo Romero International Airport,,,
SAN,Lindbergh Field,San Diego,,USA,"Following Charles Lindbergh’s historic flight, the city where his plane was built capitalized on public support to build its own airport. Its airport code comes from the city it serves, *San* Diego.",Nathan Rupert,https://www.flickr.com/photos/nathaninsandiego/,California,CA,,,,
SAT,San Antonio International Airport,San Antonio,,USA,"The gateway for south central Texas, San Antonio International was originally known as Alamo Field. Its airport code honors its home in the city of *S*an *A*ntonio, *T*exas.",San Antonio Airport System,https://www.sanantonio.gov/aviation/,Texas,TX,,,,
SAV,Savannah/Hilton Head International Airport,Savannah,Hilton Head Island,USA,"Despite having “International” in its name, Savannah/Hilton Head airport has no scheduled commercial flights outside the U.S. Its airport code comes from its home in the city of *Sav*annah.",Nicolas Nova,https://www.flickr.com/photos/nnova/,Georgia,GA,,,,
SAW,Sabiha Gökçen Uluslararası Havalimanı,Istanbul,,Turkey,"Sabiha Gökçen International is named after the first woman combat pilot in Turkey. Its airport code comes from *Sa*biha’s name, plus a letter ‘*W*’, often used as a filler letter.",Marcella,https://www.flickr.com/photos/marcella_bona/,,,,,,
SBA,Santa Barbara Municipal Airport,Santa Barbara,,USA,"Built on a former cow pasture, Santa Barbara Municipal gets its airport code from its home in the *S*anta *Ba*rbara/Goleta metropolitan area.",Adam Fagen,https://www.flickr.com/photos/afagen/,California,CA,,,,
SBD,San Bernardino International Airport,San Bernardino,,USA,San Bernardino International is located on the former site of Norton Air Force Base and serves the city of *S*an *B*ernar*d*ino.,Ron Kroetz,https://www.flickr.com/photos/ronkroetz/,California,CA,,,,
SBN,South Bend International Airport,South Bend,,USA,"Opened in 1933 as Bendix Field, South Bend International was once called Michiana Regional (a combination of Michigan and Indiana). Its airport code honors its home in *S*outh *B*e*n*d.",Jo & Joey,https://www.flickr.com/photos/eguchi_onion/,Indiana,IN,,,,
SBP,San Luis Obispo County Regional Airport,San Luis Obispo,,USA,"Opened in 1939 by Earl Thomson, San Luis Obispo County Regional gets its airport code from its home in *S*an Luis O*b*is*p*o.",Grant Groathouse,https://www.flickr.com/photos/grantly/,California,CA,,,,
SCE,University Park Airport,State College,Bellefonte,USA,"Built in the 1950s, University Park Airport is now owned by Penn State University. Its airport code comes from its home near the town of *S*tate *C*olleg*e*.",Penn State,https://www.flickr.com/photos/pennstatelive/,Pennsylvania,PA,,,,
SCK,Stockton Metropolitan Airport,Stockton,,USA,Stockton Metropolitan Airport has a long history of military use dating back to pre-World War II. Its three-letter code honors the city of *S*to*ck*ton.,Pi.1415926535,"https://commons.wikimedia.org/wiki/File:Stockton_Metropolitan_Airport_aerial_view,_September_2017.JPG",California,CA,,,,
SCL,Aeropuerto Internacional Comodoro Arturo Merino Benítez,Santiago,Pudahuel,Chile,"Often called “Pudahuel Airport”, Comodoro Arturo Merino Benítez International honors the founder of the Chilean Air Force. Its airport code honors its home in *S*antiago, *C*hi*l*e.",lane becker,https://www.flickr.com/photos/monstro/,,,Comodoro Arturo Merino Benítez International Airport,,,
SCO,International Airport Aktau,Aktau,,Kazakhstan,"Aktau Airport began operations in 1993 and now serves the city of Aktau. Its three-letter code comes from Aktau’s former name, *S*hev*c*henk*o*. The airport was previously named Shevchenko-Central.",Ds02006,https://commons.wikimedia.org/wiki/File:Aktau_Airport.jpg,,,,,,
SCQ,Aeroporto Internacional de Santiago de Compostela,Santiago de Compostela,Galicia,Spain,"Santiago de Compostela Airport’s first flight took off in 1937. Its airport code comes from its home near *S*antiago de *C*ompostela, plus a ‘*Q*’ as a filler letter.",Philips Indal. Lighting,https://www.flickr.com/photos/indal-lighting/,,,,,,
SCT,Socotra Airport,Socotra,Hadibu,Yemen,"Socotra Airport is Yemen’s most remote airport, serving the city of Hadibu on the island of *S*o*c*o*t*ra.",Gerry & Bonni,https://www.flickr.com/photos/gerr-bon/,,,,,,
SDF,Louisville International Airport,Louisville,,USA,"Before being renamed in 1995, Louisville International was known as *S*tan*d*i*f*ord Field, honoring former state senator Elisha David Standiford.",Lisa Padilla,https://www.flickr.com/photos/lisap/,Kentucky,KY,,,,
SDQ,Aeropuerto Internacional Las Américas,Santo Domingo,Punta Caucedo,Dominican Republic,"Opened in 1959, Las Américas International is located in Punta Caucedo. Its airport code comes from the capital city of *S*anto *D*omingo, plus a helpful ‘*Q*’ as a filler letter.",Karen,https://www.flickr.com/photos/karenblixen/,,,Las Américas International Airport,,,
SDR,Aeropuerto Seve Ballesteros - Santander,Santander,Maliaño,Spain,"Started as an airfield in 1953, Santander Airport is named after professional golfer Seve Ballesteros and serves the community of *S*antan*d*e*r*.",Sandra M. Pereira Pena,https://www.flickr.com/photos/tujiguoman/,,,Seve Ballesteros - Santander Airport,,,
SDU,Aeroporto Santos Dumont,Rio de Janeiro,,Brazil,"Originally known as Calabouço Airport, Santos Dumont Airport was inaugurated in 1936 and was named after Brazilian aviator Alberto *S*antos-*Du*mont.",veroyama,https://www.flickr.com/photos/veroyama/,,RJ,Santos Dumont Airport,,,
SEA,Seattle–Tacoma International Airport,Seattle,Tacoma,USA,"“Sea-Tac” was once renamed after U.S. Senator Henry M. Jackson for a short while, but *Sea*ttle and Tacoma residents voted to keep their cities in the airport’s name.",drburtoni,https://www.flickr.com/photos/84346589@N00/,Washington,WA,,,,
SEN,London Southend Airport,London,Southend,UK,"Serving London and its surrounding areas, London Southend Airport is situated between the towns of *S*outh*en*d and Rochford.",calflier001,https://www.flickr.com/photos/calflier001/,England,,,,,
SEX,Sembach Kaserne,Sembach,,Germany,"Sembach Kaserne is a United States Army installation in Sembach, Germany. Its airport code comes from its former name as *Se*mbach Anne*x*.","MSgt. Bill Thompson, USAF",http://commons.wikimedia.org/wiki/File:Sembach_Air_Base_aerial_view_1989.JPEG,,,,,,
SFA,Aéroport International de Sfax-Thyna,Sfax,Thyna,Tunisia,"Used as a military airfield during World War II, Sfax-Thyna International gets its airport code from the nearby city of *Sfa*x.",M.Rais,http://commons.wikimedia.org/wiki/File:A%C3%A9roport_Sfax_Thyna.JPG,,,,,,
SFJ,Søndre Strømfjord Lufthavn,Kangerlussuaq,Qeqqata,Denmark,Kangerlussuaq Airport is a former U.S. military base and today serves as the international gateway for the majority of travel to and from Greenland. Its former name was *S*ondrestrom*fj*ord Air Base.,Miss Copenhagen,https://www.flickr.com/photos/comawe/,,Greenland,,,,
SFN,Aeropuerto de Santa Fe - Sauce Viejo,Santa Fe,,Argentina,Sauce Viejo Airport gets its airport code from rearranged letters from the city name of *S*a*n*ta *F*e.,Emiliano,http://commons.wikimedia.org/wiki/File:SUNP0018z.JPG,,,Sauce Viejo Airport,,,
SFO,San Francisco International Airport,San Francisco,,USA,"Before the 1930’s, airports had two-letter codes. When codes switched to three letters, many added the letter ‘X’ to the end. *S*an *F*rancisc*o* instead used its last letter ‘O’.",Richard Winchell,https://www.flickr.com/photos/richardwinchell/,California,CA,,,,
SGC,Surgut International Airport,Surgut,,Russia,"Surgut International, also known as Surgut North, gets its three-letter airport code from its home in *S*ur*g*ut *C*ity.",Sergey,https://www.flickr.com/photos/zhaffsky/,,,,,,
SGF,Springfield–Branson National Airport,Springfield,,USA,"Opened as Springfield–Greene County Airport in July 1945, *S*prin*gf*ield–Branson National is a public airport and has non-stop service to twelve U.S. cities.",Ricky Romero,https://www.flickr.com/photos/rickyromero/,Missouri,MO,,,,
SGN,Sân bay Quốc tế Tân Sơn Nhất,Ho Chi Minh City,Saigon,Vietnam,"Tan Son Nhat International is named for the township in which it’s located, but serves Ho Chi Minh City. Its airport code comes from Ho Chi Minh City’s former name: *S*ai*g*o*n*.",Robertus B. Herdiyanto,https://www.flickr.com/photos/rbherdiyanto/,,,,Tan Son Nhat International Airport,,
SGU,St. George Regional Airport,St. George,,USA,"Opened in 2011, St. George Regional replaced the landlocked St. George Municipal Airport. Its three-letter code honors the city of *S*t. *G*eorge, *U*tah.",Raymond Shobe,https://www.flickr.com/photos/bossco/,Utah,UT,,,,
SGY,Skagway Airport,Skagway,,USA,"Skagway, originally Skagua in Tlingit for “windy place”, was the largest city in Alaska by 1898 because of the Yukon gold rush. Its airport’s code honors its home in *S*ka*g*wa*y*.",CruisAir,https://www.flickr.com/photos/cruisair/,Alaska,AK,,,,
SHA,Shanghai Hongqiao International Airport,Shanghai,Hongqiao,China,"Shanghai Hongqiao International was the first airport built in Shanghai. Its airport code makes sense as *S*hanghai *H*ongqiao *A*irport, but comes from the city of *SHA*nghai.",VeoLoo,https://www.flickr.com/photos/veoloo/,,,,,,
SHD,Shenandoah Valley Regional Airport,Staunton,Weyers Cave,USA,"Located in Weyers Cave near the city of Staunton, *Sh*enan*d*oah Valley Regional is a general aviation airport and serves one commercial airliner.",bobistraveling,https://www.flickr.com/photos/bobistraveling/,Virginia,VA,,,,
SHE,Shenyang Taoxian International Airport,Shenyang,,China,"Shenyang Taoxian International serves *She*nyang, capital of Liaoning province.",Tonyxy1992,https://en.wikipedia.org/wiki/File:Shenyang_Taoxian_International_Airport_Terminal_3.jpg,Liaoning,,,,,
SHV,Shreveport Regional Airport,Shreveport,,USA,"Operational since 1931, Shreveport Regional Airport’s code honors its home in the city of *Sh*re*v*eport.",Ken Lund,https://www.flickr.com/photos/kenlund/,Louisiana,LA,,,,
VLC,Aeropuerto de Valencia,Valencia,Manises,Spain,"Spain’s 8th busiest airport is located in the town of Manises, but serves the city of *V*a*l*en*c*ia.",Robyn Lee,https://www.flickr.com/photos/roboppy/,,,,,,
SID,Aeroporto Internacional Amílcar Cabral,Espargos,Sal Island,Cape Verde,"Built in 1939, Amílcar Cabral International is named after a Cape Verdean revoluntionary leader. It serves the city of Espargos, but gets its airport code from its home on *S*al *I*slan*d*.",U.S. Department of State,http://commons.wikimedia.org/wiki/File:Am%C3%ADlcar_Cabral_International_Airport_VIP_Terminal.jpg,,,Amílcar Cabral International Airport,,,
SIN,Lapangan Terbang Changi Singapura,Singapore,Changi,Singapore,"Often called just Changi Airport, *Sin*gapore’s main airport was named Skytrax “Best Airport in the World” three years in a row.",Balaji Dutt M V,https://www.flickr.com/photos/mvbalaji/,,,,,,
SIP,Simferopol International Airport,Simferopol,,Russia,"Since the annexation of Crimea by Russia, the *Si*mfero*p*ol International Airport only operates Russian domestic flights, despite the name. Under Russian control, it has been renovated, two new terminals were opened, and passenger traffic has seen substantial increase.",Winda25,https://en.wikipedia.org/wiki/File:Simferopol_International_Airport_terminal_A.JPG,,,,,,
SIR,Aéroport de Sion,Sion,Rhone Valley,Switzerland,Sion Airport gets its three-letter airport code from its home city of *Si*on and the *R*hone Valley where it’s located.,Pierre-Alain Maire,https://www.flickr.com/photos/pamaire/,,,,,,
SJC,Norman Y. Mineta San Jose International Airport,San Jose,,USA,"In 2001, San Jose International was renamed to honor former mayor Norman Mineta. Its airport code honors its home in *S*an *J*ose, *C*alifornia.",Corey Seeman,https://www.flickr.com/photos/cseeman/,California,CA,,,,
SJD,Aeropuerto Internacional de Los Cabos,San José del Cabo,Cabo San Lucas,Mexico,"Los Cabos International is most known for serving the resort city of Cabo San Lucas, but gets its airport code from its home in the city of *S*an *J*osé *d*el Cabo.",Mad African!: (Broken Sword),https://www.flickr.com/photos/mad_african78/,Baja California Sur,BS,Los Cabos International Airport,,,
SJJ,Sarajevo International Airport,Sarajevo,Butmir,Bosnia and Herzegovina,"Opened in 1969, Sarajevo International is located in the suburb of Butmir and is often called Butmir Airport. Its airport code comes from the capital city of *S*ara*j*evo, with a second ‘*J*’ as a filler letter.",Keno Photography,https://www.flickr.com/photos/74721003@N06/,,,,,,
SJK,Aeroporto de São José dos Campos-Professor Urbano Ernesto Stumpf,São José dos Campos,Sao Paulo,Brazil,"Named after Urbano Ernesto Stumpf, aviator and innovator, São José dos Campos Airport gets its airport code from the city of *S*ão *J*osé dos Campos. The ‘*K*’ is a phonetic replacement for the ‘C’ in Campos.",Fontela01,http://commons.wikimedia.org/wiki/File:Aeroporto_de_s%C3%A3o_jos%C3%A9_dos_campos.jpg,São Paulo,SP,São José dos Campos-Professor Urbano Ernesto Stumpf Airport,,,
SJO,Aeropuerto Internacional Juan Santamaría,San José,Alajuela,Costa Rica,"Juan Santamaría International honors Juan Santamaría, national hero of Costa Rica who was killed in the Second Battle of Rivas in 1856. Its code comes from the city it serves, *S*an *JO*sé",Eric T Gunther,http://commons.wikimedia.org/wiki/File:San_Jose_Costa_Rica_Airport.JPG,,,Juan Santamaría,,,
SJU,Aeropuerto Internacional Luis Muñoz Marín,San Juan,Carolina,USA,"Luis Muñoz Marín International is named for Puerto Rico’s first democratically elected governor. Although actually located in Carolina, its airport code reflects the capital city of *S*an *Ju*an.",davsot,https://www.flickr.com/photos/davsot/,,Puerto Rico,Luis Muñoz Marín,,,
SJZ,Aérodromo de São Jorge,São Jorge,Velas,Portugal,"São Jorge Airport is located in the town of Velas on the island of *S*ão *J*orge. The ‘Z’ in its code could be from A*z*ores, but is likely a filler letter.",Aitor Salaberria,https://www.flickr.com/photos/ikimilikiliklik/,,Azores,,,,
SKB,Robert L. Bradshaw International Airport,Basseterre,,Saint Kitts and Nevis,Robert L. Bradshaw International is named after the first Premier of Saint Kitts and Nevis. Its airport code comes from its location on the island of *S*aint *K*itts in the city of *B*asseterre.,Anthony DeFreitas,https://www.flickr.com/photos/caribbeanhotels/,,,,,,
SKG,"Thessaloniki International Airport, Macedonia",Thessaloniki,Mikra,Greece,"Opened in 1930, Thessaloniki International is often called Macedonia Airport. Its three-letter code comes from an alternate name for the city of Thessaloniki: *S*aloni*k*a, *G*reece.",Tilemahos Efthimiadis,https://www.flickr.com/photos/telemax/,,,,,,
SKP,Aerodrom Skopje,"Skopje ",Petrovec,Macedonia,Skopje Airport is located in the village of Petrovec and serves the capital city of *Sk*o*p*je.,Hristina Dojcinova,http://commons.wikimedia.org/wiki/File:Skopje_Alexander_the_Great_Airport.jpg,,,,,,
SKT,Sialkot International Airport,Sialkot,,Pakistan,"*S*ial*k*o*t* International Airport is situated 14km west of Sialkot, Pakistan. It has the distinction of being the first privately owned airport in Pakistan. It was built by the business community of Sialkot by their own efforts.",Sheryking,"https://commons.wikimedia.org/wiki/File:Clock_Tower,_Sialkot_-_illuminated_.jpg",Punjab,,,,,
SKZ,Sukkur Airport,Sukkur,,Pakistan,"Sukkur Airport gets its three-letter code from its home in the city of *S*u*k*kur. It is completed by a ‘*Z*’, often used as a filler letter.",Khalid Mir,https://www.flickr.com/photos/mirjee/,Sindh,SN,,,,
SLC,Salt Lake City International Airport,Salt Lake City,,USA,"Originally named Woodward Field after local aviator John P. Woodward, Utah’s busiest airport now gets its name and airport code from state capital *S*alt *L*ake *C*ity.",Andrew Herington,https://www.flickr.com/photos/aherington/,Utah,UT,,,,
SLK,Adirondack Regional Airport,Saranac Lake,Lake Placid,USA,"Built during the 1940’s, Adirondack Regional was previously named *S*aranac *L*a*k*e Airport and serves travelers to the Adirondack Mountains.",Staib,https://commons.wikimedia.org/wiki/File:Adirondackregionalairport-newyork-USA.jpg,New York,NY,,,,
SLM,Aeropuerto de Salamanca-Matacán,Salamanca,Matacán,Spain,"Often called just Matacán Airport, this airport in Castile and León gets its three-letter code from its home in the province of *S*a*l*a*m*anca.",Rafaalvarez,http://commons.wikimedia.org/wiki/File:LESA_SLM_023.jpg,,Castile and León,,,,
SLN,Salina Regional Airport,Salina,,USA,"Salina Regional is located at the continental center of the United States, earning it the nickname “America’s Fuel Stop.” Its airport code honors its home in *S*a*l*i*n*a.",anyjazz65,https://www.flickr.com/photos/49024304@N00/,Kansas,KS,,,,
SLU,George F. L. Charles Airport,Castries,,Saint Lucia,"George F. L. Charles Airport is named after the country’s former Chief Minister. Serving the city of Castries, it gets its airport code from *S*aint *Lu*cia.",Peter Snelling,https://www.flickr.com/photos/p_snelling/,,,,,,
SLZ,Aeroporto Internacional Marechal Cunha Machado,São Luís,,Brazil,"Formerly named Tirirical Airport, Marechal Cunha Machado International gets its airport code from its home in the city of *S*ão *L*uís, Bra*z*il.",Ana Elisa Ribeiro,https://www.flickr.com/photos/anaelisa2/,Maranhão,MA,Marechal Cunha Machado International Airport,,,
