id,name,city,city2,country,description,imageCredit,imageCreditLink,state,stateShort,nameEnglish,name2,city3,code
AFC,,,,,,,,,,,,,
SMF,Sacramento International Airport,Sacramento,,USA,"When Sacramento International was built, the airport code SAC was already taken by (then named) Sacramento Municipal Airport. So it took its code from its original name, *S*acramento *M*etropolitan *F*ield.",Rich,https://www.flickr.com/photos/richmanwisco/,California,CA,,,,
SNA,John Wayne International Airport,Orange County,Santa Ana,USA,"In 1979, Orange County Airport was renamed to honor John Wayne, legendary actor and resident of nearby Newport Beach. Its airport code honors its home in the city of *S*a*n*ta *A*na.",Peter Talke,https://www.flickr.com/photos/talkephotography/,California,CA,,,,
SNN,Shannon Airport,Shannon,,Ireland,"After World War II, Shannon Airport became the primary gateway for transatlantic flights to and from the U.S. Its airport code honors its home in the town of *S*ha*nn*on.",Wolf32at,http://commons.wikimedia.org/wiki/File:Shannon-airport-building-2008.jpg,,,,,,
SNR,Aéroport de Saint-Nazaire - Montoir,Saint-Nazaire,,France,"Also called Aéroport de Gron, Saint-Nazaire Montoir Airport gets its three-letter code from the commune of *S*aint-*N*azai*r*e.",Nuiteux731,https://commons.wikimedia.org/wiki/File:Aerogare-SNR2.jpg,,,Saint-Nazaire Montoir Airport,,,
SOB,Hévíz-Balaton Repülőtér,Balaton,Sarmellek,Hungary,"Publicly opened in 1991, Hévíz-Balaton Airport is located on the fields of Zalavár and Sármellék and neighbors Lake Balaton. Its airport code stands for *S*ármellék *o*n *B*alaton.",Peter Stehlik,https://commons.wikimedia.org/wiki/File:Peter_Stehlik_2011.08.29_001a_Flugplatz_Balaton_Flybalaton.jpg,,,Heviz-Balaton Airport,,,
SOC,Bandar Udara Internasional Adisumarmo,Surakarta,Ngemplak,Indonesia,"Adisumarmo International honors Adisumarmo Wiryokusumo, national hero and pioneer of the Indonesian Air Force. It serves the city of Surakarta, also known as *So*lo *C*ity.",WikiSanktGerard,http://en.wikipedia.org/wiki/User:WikiSanktGerard,,,Adisumarmo International Airport,,,
SOF,Letishte Sofiya,Sofia,Vrazhdebna,Bulgaria,"Often called Sofia-Vrazhdebna Airport, Bulgaria’s primary airport gets its three-letter code from its home in *Sof*ia.",emilstefanov,https://www.flickr.com/photos/emilstefanov/,,,,,,
SOQ,Bandar Udara Domine Edward Osok,Sorong,,Indonesia,"Often called simply Sorong Airport, Domine Edward Osok Airport replaced Jefman Airport, a former World War II airfield. Its airport code comes from the city of *So*rong plus a ‘*Q*’, often used as a filler letter.",Adam Howarth,https://www.flickr.com/photos/puppydogbites/,West Papua,,Domine Edward Osok Airport,,,
SOU,Southampton Airport,Southampton,Eastleigh,UK,"Located in the Borough of Eastleigh, Southampton Airport was the site for the first Supermarine Spitfire test flight in 1936. Its airport code honors its home in the city of *Sou*thampton.",Stuart Bryant,https://www.flickr.com/photos/stuartbryant/,England,,,,,
SOY,Stronsay Airport,Stronsay,Orkney Islands,UK,Scotland’s Stronsay Airport gets its three-letter code from its home on *S*tr*o*nsa*y* in the Orkney Islands.,Adam Ward,https://commons.wikimedia.org/wiki/File:Stronsay_International_(geograph_3011248).jpg,Scotland,,,,,
SPC,Aeropuerto de La Palma,La Palma,,Spain,"La Palma Airport gets its three-letter code from its island, *S*an Miguel de La *P*alma of the *C*anary Islands.",Tony Hisgett,https://www.flickr.com/photos/hisgett/,Canary Islands,,La Palma Airport,,,
SPG,Albert Whitted Airport,Saint Petersburg,Tampa Bay,USA,"Opened in 1928, the airport is named after Navy Lieutenant James Albert Whitted, one of the first 250 Naval Aviators. Its airport code honors its home city, *S*aint *P*etersbur*g*.",CityofStPete,https://www.flickr.com/photos/cityofstpete/,Florida,FL,,,,
SPN,Saipan International Airport,Saipan,,USA,"Named Francisco C. Ada after the first lieutenant governor of the Northern Mariana Islands, Saipan International gets its three-letter code from the island of *S*ai*p*a*n*.",airbus777,https://www.flickr.com/photos/erussell1984/,,Northern Mariana Islands,,,,
SPU,Zračna luka Split,Split,Kastela,Croatia,"Formerly Resnik Airport, Split Airport gets its first two letters from the city it serves, *Sp*lit. The ‘U’ isn’t as clear, but could come from “*S*alonae *P*alati*u*m”, long-believed (erroneously) to be the origin of the city’s name.",Ballota,http://commons.wikimedia.org/wiki/File:Split_Airport_terminal.jpg,,,,,,
SQL,San Carlos Airport,San Carlos,,USA,"Opened during World War I and originally named San Carlos Flying Field, SQL is often misattributed as a reference to the nearby database company, Oracle. It actually stands for *S*an Car*l*os plus a helpful filler ‘*Q*’.",Nelson Minar,https://www.flickr.com/photos/nelsonminar/,California,CA,,,,
SRE,Aeropuerto Internacional Juana Azurduy de Padilla,Sucre,,Bolivia,Juana Azurduy de Padilla International is named after the 19th century guerrilla military leader. Its airport code comes from its home city of *S*uc*re*.,David Clow,https://www.flickr.com/photos/davidclow/,,,Juana Azurduy de Padilla International Airport,,,
SRG,Bandar Udara Internasional Ahmad Yani,Semarang,East Java,Indonesia,"Once a military airbase for the Armed Forces of Indonesia, Ahmad Yani International serves *S*ema*r*an*g* and its surrounding areas. It honors General Ahmad Yani, a major figure in the Indonesian National Revolution.",Curtis Ferrell,https://www.flickr.com/photos/curtisferrell/,,,Ahmad Yani,,,
SRQ,Sarasota–Bradenton International Airport,Sarasota,Bradenton,USA,"Sarasota–Bradenton Airport’s first three-letter code was SSO for *S*ara*so*ta. Because it could easily be confused for the distress signal SOS, the IATA assigned *S*a*r*asota SRQ, with the ‘*Q*’ as a filler letter.",Robert S. Donovan,https://www.flickr.com/photos/booleansplit/,Florida,FL,,,,
SSA,"Aeroporto Internacional de Salvador-Deputado Luís Eduardo Magalhães ",Salvador,,Brazil,"Named after Brazilian politician Luís Eduardo Magalhães, Salvador Aiport gets its three-letter code from the city of Salvador’s former name of *S*ão *Sa*lvador.",Infraero Aeroportos,https://www.flickr.com/photos/infraero/,Bahia,BA,Deputado Luís Eduardo Magalhães,,,
SSF,Stinson Municipal Airport,San Antonio,,USA,"Stinson Municipal was established in 1915 by aviators and teachers Katherine, Eddie, and Marjorie Stinson. Its airport code comes from its original name and purpose as *S*tinson *S*chool of *F*lying.",San Antonio Airport System,https://www.sanantonio.gov/aviation/,Texas,TX,,,,
SSG,Aeropuerto de Malabo,Malabo,Bioko,Equatorial Guinea,"Formerly Saint Isabel Airport, Malabo Airport is one of three paved airports in the country. Its three-letter code comes from Equatorial Guinea’s former history as the colony of *S*pani*s*h *G*uinea.",Jorge Alvaro Manzano,https://www.flickr.com/photos/jorgealvaro/,,,,,,
ACM,,,,,,,,,,,,,
ADC,,,,,,,,,,,,,
ADV,,,,,,,,,,,,,
DJH,,,,,,,,,,,,,
AEE,,,,,,,,,,,,,
AEI,,,,,,,,,,,,,
HLV,,,,,,,,,,,,,
KBD,,,,,,,,,,,,,
KGR,,,,,,,,,,,,,
MYO,,,,,,,,,,,,,
OKB,,,,,,,,,,,,,
PEP,,,,,,,,,,,,,
STI,Aeropuerto Internacional del Cibao,Santiago de los Caballeros,Cibao,Dominican Republic,"Inaugurated in 2002, Cibao International serves the Cibao region of Dominican Republic. Its airport code comes from its home city of *S*an*ti*ago de los Caballeros.",Lacreta,http://commons.wikimedia.org/wiki/File:COA-B772enSTI2007.JPG,,,,,,
STL,Lambert–St. Louis International Airport,St. Louis,,USA,"Lambert-St. Louis International is named after Albert Bond Lambert, Olympic golfer and the first to receive a pilot’s license in the city of *St*. *L*ouis.",Rich,https://www.flickr.com/photos/richmanwisco/,Missouri,MO,,,,
STM,Aeroporto de Santarém–Maestro Wilson Fonseca,Santarém,,Brazil,"Named after Brazilian composer, Wilson Dias da Fonseca, Santarém Airport gets its three-letter code from the city of *S*an*t*aré*m*.",Guilmann,https://commons.wikimedia.org/wiki/File:Aeroporto_de_Santar%C3%A9m_1.jpg,Pará,PA,Santarem-Maestro Wilson Fonseca Airport,,,
STN,London Stansted Airport,London,Stansted Mountfitchet,UK,"Started as an airfield during World War II, London *St*a*n*sted Airport opened its first commercial terminal building in 1969 and is a base for many major European low-cost carriers.",John Lord,https://www.flickr.com/photos/yellowbookltd/,England,,,,,
STP,St. Paul Downtown Airport,Saint Paul,Twin Cities,USA,"Built in 1927, Holman Field was named after airline and stunt pilot Charles W. Holman. Today, the airport is known as the *St*. *P*aul Downtown Airport.",Tony Webster,https://www.flickr.com/photos/diversey/,Minnesota,MN,,,,
STR,Flughafen Stuttgart - Manfred Rommel Flughafen,Stuttgart,,Germany,Stuttgart Airport was renamed in 2014 to honor former mayor Manfred Rommel. It is the sixth busiest airport in Germany and serves the city of *St*uttga*r*t.,Dieter Weinelt,https://www.flickr.com/photos/weinelt/,,,,,,
STS,Charles M. Schulz - Sonoma County Airport,Santa Rosa,Sonoma County,USA,"In 2000, Charles M. Schulz Airport was renamed to honor the famed “Peanuts” cartoonist, a longtime resident of Sonoma County. The airport’s code recognizes the city in which it is located, *S*an*t*a Ro*s*a.",Prayitno,https://www.flickr.com/photos/prayitnophotography/,California,CA,,,,
STT,Cyril E. King Airport,Saint Thomas,St. Thomas,USA,"Previously named after Harry S. Truman, Cyril E. King Airport was renamed in 1984 to honor the former governor of the U.S. Virgin Islands. Its airport code comes from its home on the island of *St*. *T*homas.",Akshat Aranya,https://www.flickr.com/photos/aaranya/,,Virgin Islands,,,,
STX,Henry E. Rohlsen Airport,Saint Croix,St. Croix,USA,"Henry E. Rohlsen Airport is named after Henry E. Rohlsen, a Tuskegee Airman during World War II. Its three-letter code honors its home on the island of *St*. Croi*x*.",Lars Schmidt,http://commons.wikimedia.org/wiki/File:Henry_E._Rohlsen_Airport_(Tower).jpg,,Virgin Islands,,,,
SUB,Bandar Udara Internasional Juanda,Surabaya,Sidoarjo,Indonesia,"Juanda International is the second-busiest airport in Indonesia. It is named after the last Indonesian Prime Minister, Djuanda Kartawidjaja, but gets its airport code from the city it serves: *Su*ra*b*aya.",123_456,https://www.flickr.com/photos/123_456/,East Java,,Juanda International Airport,,,
SUN,Friedman Memorial Airport,Hailey,Sun Valley,USA,Friedman Memorial is named after the Friedman family who donated the land to the city of Hailey in 1931. Its airport code comes from the nearby resort community it serves: *Sun* Valley.,DieselDemon,https://www.flickr.com/photos/28096801@N05,Idaho,ID,,,,
SUV,Nausori International Airport,Suva,Viti Levu,Fiji,"Nausori International is located in the town of Nausori on the island of Viti Levu. Its airport code comes from the capital city of Fiji, *Suv*a.",Dan McKay,https://www.flickr.com/photos/mukluk/,,,,,,
SUX,Sioux Gateway Airport,Sioux City,,USA,"*S*io*ux* City petitioned twice to have its airport code SUX changed. With no great alternatives, they stuck with it and now use the slogan “Fly SUX.”",David Mulder,https://www.flickr.com/photos/113026679@N03/,Iowa,IA,,,,
SVD,E. T. Joshua Airport,Kingstown,Arnos Vale,Saint Vincent and the Grenadines,"E. T. Joshua Airport is named after Ebenezer Theodore Joshua, the first chief minister of Saint Vincent. Formerly known as Arnos Vale Airport, its three-letter code comes from its location on *S*aint *V*incent Islan*d*.",Ian Mackenzie,https://www.flickr.com/photos/madmack/,,,,,,
SVG,"Stavanger lufthavn, Sola",Stavanger,Sola,Norway,"Opened in 1937, Stavanger Airport is the second oldest in Norway. Located in Sola, it gets its airport code from the nearby city of *S*ta*v*an*g*er.",karlrpet,https://www.flickr.com/photos/54973802@N00/,,,,,,
SVO,Sheremetyevo International Airport,Moscow,Khimki,Russia,"Opened in 1959, *S*heremetye*vo* International is located in the city of Khimki, but was named after the nearby village of Sheremetyevsky.",Jaime-Silva,https://www.flickr.com/photos/20792787@N00/,,,,,,
SVQ,Aeropuerto de Sevilla,Seville,,Spain,"Seville Airport, also known as San Pablo Airport, began commercial flights in 1919. Its airport code comes from the city of *S*e*v*ille, plus a ‘*Q*’ as a filler letter.",Luis Jou García,https://www.flickr.com/photos/luisjoujr/,,,,,,
SVX,Koltsovo International Airport,Yekaterinburg,Sverdlovsk,Russia,"Many airports use the letter ‘X’ to fill in when the desired letters are already taken. Koltsovo International serves Yekaterinburg, industrial and cultural center of the Ural region. It was previously named *Sv*erdlovsk, plus that helpful ‘*X*’.",Falschivomonetchick,https://commons.wikimedia.org/wiki/User:Фальшивомонетчик,,,,,,
SWF,Stewart International Airport,Newburgh,Hudson Valley,USA,"Founded in the 1930s, Stewart International gets its name from the Stewart family who donated the land for the future airport. It was previously the location for *S*te*w*art Dairy *F*arm.",Eric Salard,https://www.flickr.com/photos/airlines470/,New York,NY,,,,
SXB,Aéroport International de Strasbourg,Strasbourg,Entzheim,France,"Many airports use the letter ‘X’ to fill in when the desired letters are already taken. Actually located in the village of Entzheim, this airport gets its code from the town of *S*tras*b*ourg plus that helpful ‘*X*’.",Gogo6969,https://www.flickr.com/photos/wgaebler/,,,,,,
SXF,Flughafen Berlin-Schönefeld,Berlin,Schönefeld,Germany,Many airports use the letter ‘X’ to fill in when the desired letters are already taken. This Berlin airport get its code from its home in the town of *S*chöne*f*eld plus that helpful ‘*X*’.,Aero Icarus,https://www.flickr.com/photos/aero_icarus/,,,,,,
TPP,Aeropuerto Cadete FAP Guillermo del Castillo Paredes,Tarapoto,,Peru,"Guillermo del Castillo Paredes Airport gets its three-letter code from its home city of *T*ara*p*oto, *P*eru.",Chris,https://www.flickr.com/photos/cdpa/,San Martín,,Cadete FAP Guillermo del Castillo Paredes Airport,,,
AEK,,,,,,,,,,,,,
TRI,Tri-Cities Regional Airport,Blountville,Bristol,USA,"Tri-Cities Regional’s airport code honors the *Tri*-Cities area of NE Tennessee and SW Virginia, including the cities of Bristol, Kingsport, and Johnson City.",Joevare,https://www.flickr.com/photos/joevare/,Tennessee,TN,,,,
SXM,Princess Juliana International Airport,Simpson Bay,Sint Maarten,Netherlands,"Many airports use the letter ‘X’ to fill in when the desired letters are already taken. Princess Juliana International was named after the crowned princess (at the time) of the Netherlands. Its airport code stands for *S*aint *M*artin, plus that helpful ‘*X*’.",Aero Icarus,https://www.flickr.com/photos/aero_icarus/,,Saint Martin,,,,
SXR,Srinagar International Airport,Srinagar,,India,"Srinagar International is located in the city of *S*rinaga*r* in Jammu and Kashmir and is known for serving pilgrimage charters to Jeddah. Its airport code is completed with an ‘*X*’, often used as a filler letter.",Kiran SRK,https://www.flickr.com/photos/srkkiran/,Jammu and Kashmir,JK,,,,
